student_id,study_hours,attendance_percentage,internet_access,extra_activities,math_score,science_score,english_score,overall_score,final_grade
419,1.2,66.6,yes,no,28.2,46.6,45.0,45.9,E
420,2.3,76.3,yes,no,66.5,47.9,62.9,58.8,D
421,4.0,94.0,yes,yes,66.7,77.4,71.0,65.9,D
422,6.9,75.6,yes,yes,90.1,89.0,76.0,80.4,C
423,6.2,99.2,yes,yes,67.3,67.6,89.8,81.6,C
424,1.7,68.5,yes,no,39.7,39.4,29.3,41.3,E
425,1.0,50.0,yes,yes,32.0,34.4,49.2,34.5,F
426,2.2,81.4,yes,yes,36.0,50.8,46.0,54.8,E
427,6.9,61.0,yes,yes,58.8,83.5,79.5,73.9,C
428,4.4,62.2,no,no,60.8,66.3,42.9,58.1,D
429,6.6,50.9,yes,no,100.0,86.2,67.1,79.1,C
430,3.3,76.6,yes,yes,66.8,52.0,37.1,54.0,E
431,4.9,62.4,no,no,42.2,53.0,47.2,60.4,D
432,5.0,99.7,yes,yes,87.3,98.0,97.2,85.4,B
433,5.2,91.8,yes,yes,69.8,68.0,73.5,76.9,C
434,4.0,86.1,yes,yes,63.2,42.4,62.8,56.7,D
435,2.3,67.7,yes,no,53.8,50.8,58.3,52.6,E
436,3.7,53.6,no,no,52.9,57.7,65.6,59.2,D
437,7.8,83.4,yes,no,100.0,100.0,100.0,100.0,A
438,2.5,51.1,yes,yes,41.1,48.8,38.2,40.5,E
439,5.9,72.1,yes,no,84.2,91.1,77.6,81.7,C
440,7.6,52.6,yes,yes,86.6,93.4,71.9,86.6,B
441,4.7,78.0,yes,no,67.9,62.6,68.7,67.8,D
442,4.2,78.0,no,no,62.7,62.6,61.2,61.8,D
443,1.4,76.5,yes,no,64.0,50.6,40.5,50.8,E
444,6.1,85.7,yes,no,90.8,97.4,75.1,81.9,C
445,7.3,61.4,no,yes,87.5,66.0,67.6,75.7,C
446,7.9,62.1,yes,no,60.3,75.5,67.8,80.6,C
447,2.0,70.8,yes,yes,46.2,60.9,57.2,41.9,E
448,7.4,85.1,yes,yes,81.0,100.0,97.5,91.5,B
449,3.3,55.8,no,no,43.2,41.8,56.8,41.3,E
450,5.1,94.3,yes,no,89.3,75.7,86.4,77.5,C
451,2.2,62.6,yes,no,26.2,46.3,48.2,37.0,F
452,2.4,56.4,yes,no,52.3,60.7,32.5,50.0,E
453,5.1,79.9,yes,yes,69.8,75.3,68.6,75.3,C
454,4.1,63.8,yes,no,66.8,76.3,68.3,56.7,D
455,7.7,70.4,no,no,96.0,92.5,100.0,93.9,B
456,2.5,53.1,yes,yes,46.3,51.4,58.3,49.5,E
457,7.1,73.2,yes,no,74.4,92.0,67.4,76.9,C
458,4.0,65.2,no,yes,64.7,60.5,67.8,61.8,D
459,1.5,58.5,yes,yes,49.8,50.7,19.9,32.5,F
460,2.3,69.3,no,yes,51.1,56.3,47.1,48.5,E
461,6.2,88.5,yes,yes,91.9,80.9,92.0,86.9,B
462,6.7,88.2,yes,no,90.3,95.5,70.5,80.6,C
463,0.8,68.0,yes,no,35.2,32.1,38.0,36.9,F
464,3.6,98.7,yes,no,52.0,50.5,59.0,61.9,D
465,4.2,56.3,yes,yes,63.5,62.6,59.7,62.3,D
466,5.1,92.7,yes,no,81.0,65.9,67.9,71.9,C
467,5.4,98.9,yes,no,79.1,77.4,69.5,79.9,C
468,6.7,78.6,yes,no,81.0,87.0,82.8,91.4,B
469,2.6,53.0,yes,no,43.7,28.4,39.7,36.9,F
470,1.3,96.1,yes,no,68.8,34.7,38.1,51.0,E
471,1.9,71.8,yes,yes,34.9,42.4,28.9,34.3,F
472,7.5,58.6,yes,no,67.0,81.2,77.8,75.0,C
473,4.6,94.6,yes,yes,93.4,89.0,83.0,82.8,C
474,2.1,71.3,yes,yes,45.6,39.1,28.8,36.4,F
475,6.4,75.0,yes,yes,82.1,67.5,80.9,76.2,C
476,4.9,78.6,yes,yes,79.9,81.6,82.8,77.4,C
477,3.3,95.3,yes,no,67.8,60.0,73.6,66.0,D
478,0.6,75.2,no,no,45.8,23.0,28.6,30.2,F
479,6.4,94.4,yes,no,91.1,64.3,95.8,83.8,C
480,5.9,58.5,yes,no,65.4,75.9,61.7,65.9,D
481,2.5,80.8,yes,yes,52.9,41.1,35.5,48.8,E
482,2.5,76.3,no,yes,45.3,53.0,35.4,46.8,E
483,2.5,66.3,yes,yes,43.8,32.5,46.9,45.8,E
484,5.5,60.6,no,yes,63.9,58.9,54.9,66.2,D
485,2.7,53.5,yes,no,55.8,60.2,57.9,48.6,E
486,2.8,63.1,no,yes,52.4,63.1,63.5,54.4,E
487,3.3,84.0,no,yes,60.2,73.2,75.4,60.6,D
488,7.9,63.9,yes,yes,81.6,74.8,84.4,79.3,C
489,4.0,86.4,yes,yes,76.1,57.7,51.8,68.2,D
490,3.3,93.8,yes,no,73.7,65.6,60.1,61.1,D
491,4.0,84.7,yes,yes,53.8,44.3,58.7,60.0,D
492,5.9,90.3,yes,yes,88.9,77.4,87.9,83.4,C
493,7.1,78.7,yes,no,100.0,90.7,97.2,98.2,A
494,7.9,97.3,no,no,100.0,100.0,100.0,98.2,A
495,4.1,88.1,yes,no,43.1,53.7,57.5,60.2,D
496,4.0,66.1,no,no,50.4,52.4,52.4,50.7,E
497,3.0,86.2,yes,yes,56.9,41.9,56.8,54.9,E
498,6.3,83.6,yes,no,98.3,95.9,86.1,85.3,B
499,5.4,87.6,yes,yes,83.1,78.1,71.0,70.8,C
500,3.2,66.0,yes,yes,63.6,52.9,53.6,57.1,D
501,4.4,75.5,yes,no,98.3,84.3,74.7,74.2,C
502,2.0,94.0,yes,yes,69.0,77.6,57.5,63.4,D
503,5.7,98.8,yes,yes,81.4,81.7,79.5,86.1,B
504,2.4,68.0,yes,yes,48.0,49.6,30.4,38.4,F
505,3.1,74.3,yes,no,59.9,61.1,60.3,61.2,D
506,1.0,66.5,yes,yes,46.3,28.5,35.6,42.0,E
507,2.1,85.9,yes,no,37.8,50.7,30.7,46.9,E
508,2.0,51.9,no,yes,33.3,33.3,52.9,38.5,F
509,6.0,97.7,yes,yes,68.6,70.4,78.8,83.3,C
510,5.7,77.5,yes,no,80.6,82.6,74.1,80.3,C
511,4.5,63.5,yes,yes,60.1,70.5,59.9,66.6,D
512,3.4,51.9,yes,yes,67.7,64.6,37.9,44.8,E
513,7.2,78.0,yes,yes,91.6,77.8,72.7,79.2,C
514,7.1,79.3,yes,yes,82.0,74.1,80.8,86.5,B
515,5.0,84.8,yes,no,60.8,63.8,76.3,68.3,D
516,5.4,76.3,yes,yes,65.2,82.6,69.0,72.1,C
517,6.5,75.8,yes,yes,84.0,100.0,100.0,92.0,B
518,5.9,65.2,yes,yes,54.6,72.8,74.2,63.9,D
519,2.2,59.7,yes,no,37.5,42.5,17.7,38.1,F
520,4.3,62.6,yes,yes,52.9,55.1,64.4,59.4,D
521,1.6,68.7,yes,no,29.5,34.8,30.1,39.9,F
522,6.6,88.7,no,yes,95.1,87.6,93.9,82.5,C
523,5.4,55.9,no,no,65.5,73.2,66.1,71.0,C
524,7.8,82.2,yes,no,85.5,75.6,86.4,91.1,B
525,1.5,51.9,yes,yes,42.6,13.7,25.7,26.1,F
526,4.3,52.2,yes,no,81.0,60.0,68.4,62.4,D
527,5.9,63.7,yes,yes,87.8,79.3,65.5,78.7,C
528,7.0,67.9,yes,yes,86.8,78.3,86.6,84.5,C
529,6.9,59.5,yes,yes,66.4,77.0,85.7,73.5,C
530,2.0,94.3,yes,no,73.2,65.3,64.7,62.6,D
531,7.9,65.2,no,no,79.7,88.8,85.6,84.9,C
532,7.9,73.4,yes,no,77.9,100.0,82.9,92.2,B
533,7.8,99.7,yes,yes,95.8,89.1,100.0,100.0,A
534,5.1,62.7,yes,no,60.0,72.3,77.2,71.1,C
535,6.7,80.9,yes,no,77.5,87.7,87.1,85.6,B
536,1.1,87.3,yes,no,56.8,49.8,44.7,42.8,E
537,2.4,63.6,yes,no,55.1,40.4,47.3,40.5,E
538,1.2,52.9,yes,no,29.6,28.1,38.4,36.6,F
539,4.3,89.6,yes,yes,72.5,78.6,72.6,79.2,C
540,7.7,64.5,yes,yes,86.0,94.4,97.9,94.6,B
541,5.4,66.1,yes,no,86.2,69.4,60.3,68.7,D
542,4.0,70.7,yes,no,85.1,84.0,71.8,69.6,D
543,6.4,52.0,yes,yes,55.8,56.5,55.0,62.3,D
544,4.6,92.6,yes,no,81.2,72.8,95.2,70.2,C
545,3.9,93.2,yes,yes,76.9,55.8,88.4,74.3,C
546,5.2,93.6,yes,no,92.5,79.9,97.3,88.2,B
547,4.3,59.1,no,yes,73.7,62.3,71.0,67.4,D
548,5.3,98.8,yes,no,80.0,78.6,82.2,82.1,C
549,6.5,83.1,no,no,91.3,100.0,78.2,94.3,B
550,4.0,79.6,yes,yes,82.5,76.1,70.1,65.9,D
551,3.6,86.1,yes,no,68.2,48.3,58.3,68.0,D
552,4.7,87.8,yes,yes,77.8,71.5,68.7,73.7,C
553,7.3,70.8,yes,yes,100.0,92.6,71.2,82.5,C
554,3.7,79.2,yes,no,60.3,57.4,33.1,54.9,E
555,6.9,79.3,yes,no,90.9,88.5,81.2,89.8,B
556,5.1,50.4,yes,no,64.5,63.6,69.1,68.3,D
557,0.6,50.5,yes,yes,20.3,0.0,1.0,27.3,F
558,4.1,73.5,yes,no,66.7,63.9,64.0,63.8,D
559,2.1,77.9,yes,no,40.5,29.4,65.3,46.5,E
560,1.6,85.4,yes,no,41.6,42.2,39.6,44.4,E
561,2.3,87.6,yes,no,44.1,74.7,70.2,62.0,D
562,5.8,79.3,yes,yes,74.1,75.6,61.6,69.5,D
563,5.2,64.2,yes,yes,60.8,59.6,96.2,68.7,D
564,4.5,81.0,yes,yes,81.1,62.4,64.6,61.3,D
565,4.2,63.0,yes,yes,52.6,73.4,59.5,60.3,D
566,3.4,90.9,yes,yes,57.3,57.9,51.3,60.6,D
567,7.1,71.2,yes,no,76.9,81.6,75.0,77.2,C
568,7.5,94.7,yes,no,85.4,93.2,87.1,89.1,B
569,6.2,56.4,yes,no,60.5,79.5,74.9,78.1,C
570,2.7,85.3,yes,no,47.5,43.1,32.0,46.6,E
571,7.4,71.5,yes,yes,100.0,100.0,89.0,97.3,A
572,6.6,56.4,yes,yes,69.0,87.3,80.3,71.8,C
573,1.4,78.0,yes,yes,49.9,53.2,44.0,52.0,E
574,3.1,60.6,yes,yes,44.1,44.0,64.5,47.1,E
575,3.0,64.6,no,no,47.8,60.5,72.7,55.7,D
576,6.0,72.8,yes,no,64.7,90.5,59.6,70.6,C
577,4.4,68.2,yes,no,72.0,60.0,45.5,56.5,D
578,2.5,69.4,yes,no,55.0,60.8,28.2,50.1,E
579,2.2,69.9,yes,no,63.1,46.4,79.9,54.5,E
580,3.9,50.8,no,yes,54.7,64.7,58.4,59.6,D
581,5.5,68.4,no,no,86.5,92.5,73.9,76.6,C
582,4.3,69.7,yes,no,80.4,78.8,67.8,68.4,D
583,2.5,79.6,no,no,58.4,75.1,67.0,61.8,D
584,5.1,74.0,yes,yes,100.0,73.8,58.0,75.6,C
585,8.0,58.6,yes,yes,76.1,80.3,90.9,85.1,B
586,1.8,79.4,yes,yes,31.4,53.2,55.3,42.7,E
587,4.5,51.8,yes,yes,49.0,49.9,59.3,56.7,D
588,3.3,66.7,yes,no,57.5,77.0,64.1,61.8,D
589,2.1,81.0,yes,no,47.3,49.8,29.0,39.5,F
590,7.1,81.2,yes,no,91.2,100.0,100.0,97.7,A
591,7.7,59.0,no,no,74.4,89.2,98.1,93.8,B
592,3.1,67.0,yes,yes,38.7,34.7,35.4,44.1,E
593,3.1,72.9,no,no,41.5,51.6,48.9,44.5,E
594,1.2,70.6,yes,yes,44.2,43.0,51.7,40.1,E
595,5.1,84.3,yes,yes,41.0,56.6,51.7,65.9,D
596,0.7,87.0,no,yes,41.9,53.3,57.8,45.0,E
597,4.2,52.0,yes,no,51.2,69.4,51.6,51.6,E
598,1.6,87.3,yes,no,44.2,61.6,46.8,43.6,E
599,5.5,93.9,yes,yes,84.0,76.0,67.7,76.7,C
600,7.5,95.7,yes,yes,90.7,87.6,79.0,100.0,A
601,1.2,52.8,no,yes,38.2,33.3,43.2,39.5,F
602,6.3,94.2,yes,yes,80.8,70.7,68.7,79.9,C
603,6.7,58.2,yes,no,66.7,61.8,53.0,69.4,D
604,1.8,66.9,yes,no,49.9,48.2,35.1,45.7,E
605,7.4,69.1,yes,yes,85.9,87.0,100.0,95.2,A
606,5.2,64.9,yes,no,80.9,59.4,87.5,76.1,C
607,4.5,64.7,no,no,67.0,59.9,83.7,69.4,D
608,5.5,58.5,no,yes,73.1,80.2,77.8,65.3,D
609,2.7,83.0,yes,no,56.7,52.5,37.0,45.1,E
610,0.7,79.0,no,no,36.1,16.9,16.5,27.3,F
611,3.8,80.7,yes,yes,39.7,58.2,59.5,52.8,E
612,6.1,76.1,yes,no,73.0,79.6,84.3,79.4,C
613,7.4,61.0,yes,no,81.8,76.7,87.9,79.4,C
614,3.7,79.3,yes,no,67.5,67.9,78.3,70.9,C
615,2.5,82.7,no,no,49.7,69.6,56.5,56.0,D
616,1.5,52.6,yes,no,48.1,30.7,50.3,39.5,F
617,7.5,99.4,yes,no,89.3,100.0,100.0,100.0,A
618,2.2,79.0,yes,yes,30.5,42.2,59.5,46.7,E
619,7.3,81.9,yes,yes,73.8,71.0,75.8,83.5,C
620,1.9,78.5,yes,yes,40.6,47.5,21.1,37.1,F
621,0.6,84.5,yes,no,59.3,57.6,43.0,44.8,E
622,2.2,82.8,yes,yes,59.8,42.3,39.9,41.3,E
623,4.2,90.0,yes,yes,68.4,80.0,66.8,70.9,C
624,3.1,58.1,no,yes,38.9,43.6,36.5,48.5,E
625,7.3,58.2,yes,yes,81.9,89.2,79.5,81.6,C
626,4.6,61.0,yes,no,72.2,70.4,60.9,70.6,C
627,1.4,98.2,yes,yes,25.4,35.2,33.4,42.5,E
628,5.2,67.9,yes,yes,52.6,69.8,62.9,71.0,C
629,3.4,65.8,yes,yes,34.2,47.1,28.1,47.1,E
630,5.6,61.5,yes,no,73.9,66.5,59.3,61.6,D
631,6.4,74.1,no,yes,80.7,59.4,88.1,83.2,C
632,7.9,95.3,yes,no,94.4,95.8,89.0,99.9,A
633,4.8,83.7,yes,yes,68.1,75.2,75.5,63.1,D
634,3.3,59.4,yes,yes,62.7,50.9,43.6,52.0,E
635,3.8,91.9,no,yes,69.1,63.9,76.2,76.6,C
636,3.5,97.3,yes,yes,58.5,67.3,49.8,57.1,D
637,3.9,85.7,yes,yes,63.7,67.4,47.8,61.5,D
638,0.7,79.7,no,no,49.9,33.4,36.0,41.2,E
639,2.4,83.6,yes,no,59.1,45.8,52.1,59.2,D
640,7.9,86.8,yes,yes,84.6,100.0,98.0,99.2,A
641,7.5,93.0,yes,no,94.2,90.8,97.5,94.5,B
642,0.9,82.9,yes,yes,37.0,4.2,53.2,33.5,F
643,7.8,76.6,yes,yes,85.0,74.2,89.6,86.3,B
644,6.4,59.1,yes,yes,77.0,80.0,85.1,83.8,C
645,0.5,68.7,yes,no,8.4,39.6,19.3,21.6,F
646,7.4,54.2,yes,no,95.3,91.3,69.8,84.1,C
647,7.7,86.4,yes,yes,100.0,81.9,100.0,97.5,A
648,5.2,99.6,yes,no,87.1,79.6,79.9,86.8,B
649,6.4,54.8,yes,yes,55.4,80.1,65.9,65.7,D
650,3.0,72.0,yes,yes,62.0,43.6,51.2,55.1,D
651,4.8,85.0,yes,no,69.0,81.9,47.1,74.7,C
652,6.0,51.5,yes,no,57.7,66.6,72.2,75.2,C
653,4.7,72.0,yes,yes,85.4,72.5,72.5,76.4,C
654,2.8,89.7,yes,yes,41.4,43.8,68.4,61.8,D
655,5.4,64.7,yes,no,69.5,69.1,80.6,71.9,C
656,6.8,83.0,yes,yes,89.0,78.3,86.4,81.3,C
657,6.8,80.4,yes,yes,87.5,82.2,81.5,86.0,B
658,1.5,85.0,no,no,58.1,71.0,55.7,51.1,E
659,3.8,62.0,yes,no,75.0,72.7,59.9,64.3,D
660,0.8,58.4,no,no,14.3,15.3,25.0,23.9,F
661,5.2,50.8,yes,no,53.0,43.3,64.9,53.0,E
662,2.3,74.0,yes,no,52.7,61.6,56.1,53.4,E
663,7.5,59.3,yes,yes,75.8,65.8,97.6,76.8,C
664,5.1,82.6,yes,no,83.6,72.4,86.8,76.9,C
665,3.5,77.5,yes,no,60.2,64.1,45.1,53.9,E
666,6.0,91.7,yes,no,100.0,89.4,90.3,93.7,B
667,2.1,90.1,yes,yes,49.3,52.3,55.4,59.3,D
668,1.2,68.1,no,no,41.8,31.7,36.1,38.7,F
669,1.2,64.8,no,yes,16.9,18.9,30.8,27.7,F
670,4.9,54.1,yes,yes,66.8,73.2,51.8,62.7,D
671,7.2,87.8,yes,yes,99.8,85.4,79.7,83.6,C
672,2.2,74.8,yes,no,54.2,36.3,34.1,39.2,F
673,6.2,66.8,yes,yes,67.2,78.5,78.1,80.2,C
674,0.8,85.2,yes,no,22.3,40.5,49.5,33.5,F
675,3.2,63.7,no,yes,47.0,37.7,37.3,42.8,E
676,5.4,73.9,yes,no,66.0,71.6,60.5,71.7,C
677,6.7,71.8,yes,yes,100.0,82.6,100.0,92.0,B
678,7.6,63.5,yes,yes,98.7,100.0,94.7,91.2,B
679,5.2,89.5,yes,no,82.6,81.7,93.6,77.6,C
680,4.0,85.4,yes,no,49.0,46.6,51.6,59.6,D
681,1.0,76.0,yes,yes,41.1,27.4,33.3,33.2,F
682,2.6,84.6,yes,yes,66.6,54.3,62.7,60.8,D
683,7.4,54.5,yes,no,71.6,70.2,78.5,72.2,C
684,4.9,71.5,yes,yes,54.4,87.4,80.7,69.1,D
685,3.1,80.0,yes,yes,79.8,60.2,58.4,64.9,D
686,2.4,69.7,yes,no,34.7,44.2,43.3,46.1,E
687,1.4,85.7,yes,yes,39.2,46.7,41.2,54.1,E
688,6.1,76.1,yes,yes,88.8,85.2,79.8,84.0,C
689,3.6,69.1,yes,yes,70.7,53.4,96.7,60.5,D
690,7.5,70.8,yes,yes,79.3,79.0,81.6,86.7,B
691,3.9,85.8,yes,no,49.5,53.9,54.8,59.0,D
692,6.6,53.3,yes,yes,72.1,69.5,81.2,68.9,D
693,1.5,91.9,no,yes,60.8,39.9,50.2,41.9,E
694,1.6,52.9,no,yes,55.6,37.7,31.5,38.4,F
695,2.5,56.6,yes,yes,53.6,52.7,47.9,44.4,E
696,1.9,90.5,yes,yes,56.3,40.6,69.9,53.3,E
697,7.8,68.7,yes,no,84.2,87.8,100.0,86.4,B
698,6.6,73.0,yes,yes,74.3,88.3,85.7,76.9,C
699,3.1,68.6,no,no,54.4,68.4,48.9,57.5,D
700,4.4,54.7,no,yes,53.5,53.2,51.4,51.7,E
701,4.5,80.4,yes,no,55.7,66.6,57.7,60.4,D
702,5.1,84.5,yes,no,71.4,86.3,90.6,74.1,C
703,1.3,59.5,yes,yes,32.4,30.7,29.1,38.6,F
704,3.1,87.6,yes,yes,48.4,46.2,39.5,50.2,E
705,1.1,55.0,yes,no,25.0,19.9,14.2,26.0,F
706,7.4,88.7,yes,no,100.0,95.6,83.6,98.0,A
707,3.5,85.1,yes,yes,65.6,51.6,60.0,60.2,D
708,6.0,95.6,yes,no,100.0,71.7,70.0,76.3,C
709,7.4,90.7,yes,no,100.0,100.0,82.9,99.6,A
710,2.8,92.2,yes,yes,64.8,49.3,45.0,53.4,E
711,1.2,97.9,no,no,57.4,45.5,46.0,44.2,E
712,3.0,92.2,no,no,65.8,53.0,65.3,60.8,D
713,5.5,89.8,yes,no,72.2,95.9,78.6,88.1,B
714,4.2,59.8,yes,no,61.5,40.7,42.9,56.2,D
715,1.1,87.8,yes,no,32.1,32.9,47.0,35.3,F
716,1.0,81.6,yes,no,34.0,48.9,33.0,39.5,F
717,5.7,98.1,yes,yes,67.2,78.8,100.0,82.2,C
718,6.0,86.0,no,yes,60.8,66.1,76.3,74.7,C
719,1.3,63.0,yes,no,26.7,39.7,8.6,28.7,F
720,6.5,58.2,yes,no,80.1,69.8,69.2,77.3,C
721,3.1,64.1,yes,yes,60.3,57.0,59.1,60.1,D
722,1.0,74.0,yes,yes,41.0,41.8,51.8,45.3,E
723,3.0,82.6,yes,no,68.7,58.8,51.2,63.7,D
724,6.0,60.8,yes,no,74.3,78.4,65.1,67.2,D
725,5.4,61.6,yes,yes,74.9,54.4,60.4,69.5,D
726,4.1,65.1,yes,yes,57.5,44.8,58.2,51.7,E
727,2.6,90.4,yes,no,63.3,54.4,42.1,55.6,D
728,3.6,68.3,no,yes,42.8,65.9,60.4,60.8,D
729,3.4,53.9,yes,no,46.8,31.6,38.4,43.1,E
730,3.4,77.3,yes,no,59.6,71.5,66.7,65.3,D
731,4.2,50.3,yes,yes,76.8,62.5,54.4,58.4,D
732,3.9,83.7,yes,yes,79.3,54.5,55.8,68.0,D
733,1.3,92.1,yes,yes,57.8,48.9,51.3,54.9,E
734,2.7,58.3,yes,yes,38.4,37.8,26.3,40.4,E
735,1.5,92.2,yes,yes,36.1,69.0,46.2,57.8,D
736,5.0,84.0,yes,yes,59.9,84.1,69.3,71.4,C
737,3.7,54.9,yes,no,44.8,57.2,29.8,49.6,E
738,5.5,61.4,no,yes,78.7,69.5,83.0,75.0,C
739,1.2,61.4,no,no,37.4,43.8,43.2,41.3,E
740,3.1,60.3,no,yes,68.0,56.1,71.6,53.2,E
741,1.9,66.7,yes,no,33.8,28.0,59.9,39.7,F
742,1.2,95.4,yes,yes,78.7,53.8,43.3,55.6,D
743,6.3,61.2,yes,yes,68.2,95.7,86.7,80.6,C
744,1.5,96.3,yes,yes,56.4,38.1,50.1,49.3,E
745,1.8,77.5,yes,no,42.0,46.3,53.0,43.1,E
746,3.3,75.9,yes,no,53.9,57.3,52.7,57.1,D
747,2.7,83.7,yes,no,62.1,53.7,58.7,62.7,D
748,7.4,90.3,yes,yes,92.0,100.0,98.1,100.0,A
749,7.9,97.9,yes,no,95.9,87.8,94.5,93.2,B
750,3.7,50.1,yes,no,45.8,65.4,51.5,53.4,E
751,2.0,69.9,yes,yes,46.1,67.0,48.5,43.9,E
752,4.2,59.0,yes,no,54.0,50.6,43.5,50.1,E
753,4.2,57.6,yes,no,48.3,65.0,30.5,46.8,E
754,4.0,57.4,yes,no,48.3,54.7,47.9,53.4,E
755,0.7,85.5,yes,no,48.4,12.9,28.5,34.5,F
756,1.5,52.6,yes,no,10.6,25.0,49.6,28.0,F
757,1.6,91.8,yes,yes,56.6,51.3,50.9,51.9,E
758,3.1,87.6,yes,no,77.0,77.4,67.1,59.8,D
759,4.9,70.5,yes,no,72.6,62.7,59.3,61.6,D
760,7.1,71.3,yes,no,82.2,71.4,80.9,93.3,B
761,2.2,83.9,no,no,44.1,55.5,40.4,51.2,E
762,6.3,50.5,no,yes,61.7,63.8,65.4,62.8,D
763,2.2,69.4,yes,no,27.8,37.5,47.1,39.3,F
764,0.7,59.0,yes,yes,31.6,38.6,44.7,38.6,F
765,5.4,59.0,yes,yes,51.5,77.9,68.6,66.3,D
766,2.1,77.5,no,yes,59.3,54.2,57.9,52.6,E
767,7.4,62.3,yes,no,100.0,96.0,98.4,94.1,B
768,7.5,68.8,yes,yes,77.2,79.1,87.4,84.1,C
769,1.3,85.9,yes,yes,31.9,22.7,40.2,35.4,F
770,2.0,81.0,no,yes,40.6,52.2,52.8,50.3,E
771,2.1,66.5,yes,no,39.5,28.3,28.5,33.9,F
772,7.3,52.5,yes,yes,70.0,78.7,77.2,77.3,C
773,1.1,51.3,no,yes,13.7,3.0,44.4,23.2,F
774,6.1,74.4,yes,no,93.1,86.9,90.1,85.9,B
775,2.7,71.1,yes,no,53.6,41.1,53.1,41.7,E
776,4.9,89.8,yes,yes,83.8,83.3,77.7,82.6,C
777,1.8,54.1,yes,yes,17.7,36.8,32.8,34.5,F
778,6.5,92.5,yes,no,99.6,93.2,78.4,88.4,B
779,5.5,60.6,yes,no,42.6,64.3,52.1,58.7,D
780,0.7,67.5,no,no,24.4,35.1,43.4,37.0,F
781,2.3,93.0,yes,yes,55.7,69.1,48.2,59.7,D
782,4.0,91.9,yes,yes,74.7,71.2,89.9,72.0,C
783,4.5,75.7,yes,no,55.3,46.3,61.3,59.8,D
784,6.7,54.1,yes,yes,87.0,81.1,91.2,74.0,C
785,3.4,79.5,yes,no,68.0,63.5,77.8,65.5,D
786,7.5,88.1,yes,yes,85.8,81.6,87.3,85.3,B
787,2.0,63.1,yes,yes,33.0,61.2,37.3,46.4,E
788,6.9,59.2,yes,yes,97.2,81.7,79.5,83.9,C
789,7.3,74.9,yes,yes,95.6,100.0,96.8,97.1,A
790,5.2,87.5,yes,no,67.8,88.4,76.7,78.0,C
791,7.8,75.2,yes,no,82.4,83.7,91.0,88.9,B
792,3.6,62.0,yes,no,58.7,52.3,64.1,44.9,E
793,5.7,93.4,yes,no,92.7,91.9,85.0,90.2,B
794,0.6,93.6,yes,yes,41.0,56.2,33.3,43.2,E
795,2.6,82.9,no,yes,44.7,44.5,54.8,50.2,E
796,4.7,53.7,yes,no,71.0,59.7,69.2,66.1,D
797,7.1,61.6,yes,yes,71.4,88.4,75.6,85.6,B
798,7.6,80.9,yes,no,86.4,75.2,95.7,84.9,C
799,4.8,89.1,yes,no,72.1,89.5,59.5,77.0,C
800,6.9,73.7,yes,yes,77.4,88.6,100.0,91.5,B
801,6.5,65.2,yes,no,69.7,90.4,84.8,73.2,C
802,6.3,94.2,yes,yes,67.8,72.5,100.0,82.5,C
803,1.3,69.1,yes,no,41.1,57.5,43.7,47.0,E
804,4.1,95.8,yes,yes,53.4,72.9,76.4,75.4,C
805,4.1,76.6,yes,no,64.5,65.2,72.7,71.2,C
806,6.4,80.7,yes,yes,68.5,85.1,74.6,80.7,C
807,4.9,56.2,yes,yes,69.3,71.5,72.0,70.1,C
808,6.6,63.4,yes,yes,78.1,85.6,83.7,80.0,C
809,7.7,98.7,yes,yes,100.0,93.0,100.0,100.0,A
810,4.7,85.9,yes,yes,79.1,51.7,76.0,67.2,D
811,6.4,73.9,yes,yes,83.5,77.8,78.3,71.3,C
812,4.7,76.1,yes,yes,64.8,61.9,67.8,68.6,D
813,5.2,54.4,yes,no,72.9,73.5,57.7,73.0,C
814,4.1,89.2,no,no,56.2,72.5,82.3,66.3,D
815,7.7,53.6,yes,no,90.0,93.4,80.1,91.8,B
816,6.6,69.3,yes,yes,85.4,69.9,75.1,71.8,C
817,6.1,70.5,yes,yes,62.3,65.9,57.0,71.5,C
818,3.0,80.2,yes,yes,71.3,62.7,46.9,51.8,E
819,4.1,70.8,yes,no,38.6,66.2,60.0,58.5,D
820,7.0,98.0,yes,no,98.0,100.0,98.9,96.3,A
821,7.5,89.9,yes,yes,91.5,88.9,89.1,100.0,A
822,8.0,98.0,yes,no,76.8,93.5,100.0,100.0,A
823,6.0,75.9,yes,no,80.2,67.0,66.2,70.9,C
824,6.0,65.1,yes,yes,65.5,68.2,75.8,64.7,D
825,1.2,99.1,yes,yes,57.4,69.9,48.7,53.1,E
826,6.1,54.1,yes,no,67.1,75.3,71.6,74.7,C
827,3.1,96.4,yes,yes,61.2,49.2,74.7,53.5,E
828,7.0,54.8,yes,yes,65.1,72.1,71.2,69.7,D
829,0.6,90.3,no,yes,58.1,34.9,30.0,48.6,E
830,7.5,89.0,no,yes,92.4,76.3,98.3,97.4,A
831,4.1,83.0,yes,yes,74.8,53.4,64.6,65.3,D
832,1.5,89.1,yes,no,43.5,35.3,35.0,39.5,F
833,5.0,54.4,yes,no,72.6,61.7,44.8,57.4,D
834,5.7,68.7,yes,no,81.6,88.6,70.6,77.5,C
835,6.3,66.8,yes,no,89.8,91.8,95.5,78.5,C
836,5.8,99.1,yes,yes,90.2,95.9,80.9,86.9,B
